date,state_name,district_name,market_name,variety,p_min,p_max,p_modal
2022-04-09,Punjab,Bathinda,Bhucho,Other,2015.0,2015.0,2015
2022-04-09,Punjab,Patiala,Samana,Hybrid,2015.0,2015.0,2015
2022-04-09,Punjab,Firozpur,Guru Har Sahai,Medium,2015.0,2015.0,2015
2022-04-09,Punjab,Jalandhar,Jalandhar City,Other,2015.0,2015.0,2015
2022-04-09,Punjab,Barnala,Mehal Kalan,Other,2015.0,2015.0,2015
2022-04-09,Punjab,Firozpur,Zira,Other,2015.0,2020.0,2015
2022-04-09,Punjab,Mansa,Bhikhi,Other,2015.0,2015.0,2015
2022-04-09,Punjab,Sangrur,Sherpur,Other,2015.0,2015.0,2015
2022-04-09,Punjab,Patiala,Rajpura,Local,2015.0,2020.0,2015
2022-04-09,Punjab,Fatehgarh Sahib,Amloh(Gobind Garh Mandi),147 Best,2015.0,2015.0,2015
2022-04-09,Punjab,Mansa,Budhlada (Phaphre Bhaike),Other,2015.0,2015.0,2015
2022-04-09,Punjab,Mansa,Budalada,147 Average,2015.0,2015.0,2015
2022-04-09,Punjab,Patiala,Bhadson,Other,2015.0,2015.0,2015
2022-04-09,Punjab,Sangrur,Sulargharat,Other,2015.0,2015.0,2015
2022-04-09,Punjab,Sangrur,Sandaur,Other,2015.0,2015.0,2015
2022-04-09,Punjab,Sangrur,Bhawanigarh,Other,2015.0,2015.0,2015
2022-04-09,Punjab,Fatehgarh Sahib,Sirhind,Other,2015.0,2020.0,2015
2022-04-09,Punjab,Jalandhar,Shakot (Malsian),Other,2015.0,2015.0,2015
2022-04-09,Punjab,Firozpur,Firozepur City,147 Average,2015.0,2015.0,2015
2022-04-09,Punjab,Mansa,Mansa,Other,2015.0,2015.0,2015
2022-04-10,Punjab,Firozpur,Firozepur City,147 Average,2015.0,2015.0,2015
2022-04-10,Punjab,Fatehgarh Sahib,Amloh(Gobind Garh Mandi),147 Best,2015.0,2015.0,2015
2022-04-10,Punjab,Patiala,Bhadson,Other,2015.0,2015.0,2015
2022-04-10,Punjab,Patiala,Patran,Other,2015.0,2015.0,2015
2022-04-10,Punjab,Patiala,Dakala,Other,2015.0,2015.0,2015
